SQ1174	SQ1670	SQ2557	SQ2572	SQ2921	SQ3197	SQ3529	SQ3624	SQ4172	SQ4389	SQ5897	SQ6147	SQ7324	SQ10	SQ13	SQ14	SQ20	SQ4	SQ5	SQ6	SQ8
312.75	119.97	163.63	224.12	155.92	181.38	486	170.11	248.8	150.76	209.61	190.19	364.97	166.68	121.06	327.33	75.74	313.22	103.27	60.94	186.58
48.19	65.99	99.29	2.74	31.96	101.87	74.51	77.14	77.08	38.31	52.39	167.42	80.69	80.88	56.13	95.94	13.89	92.67	93.56	57.79	29.61
423.83	357.71	372.95	219.61	180.9	369.56	255.38	343.17	426.84	453.81	313.41	267.41	306.53	250.1	299.31	412.67	200.27	409.04	521.78	286.32	343.76
15.6	17.31	42.34	56.41	37.31	28.83	73.72	20.01	0.32	92.13	53.9	7.68	26.4	24.26	53.25	20.43	-2.07	40.63	-6.55	24.99	-11.39
217.29	187.62	201.9	220.36	154.14	211.83	165.04	213.77	145.68	199.71	207.31	194.57	110.47	261.44	233.8	234.22	188.26	170.55	186.55	303.45	197.32
299.12	123.72	438.94	197.81	250.51	582.75	590.23	404.36	571.34	230.25	97.03	138.55	338.38	282.51	297.83	492.93	99.68	558.17	278.77	61.57	807.76
395.55	77.23	130.23	255.01	305.9	475.19	388.68	77.92	354.87	215.63	119.77	1494.58	256.24	164.25	122.51	291.8	230.99	340.21	165.01	81.11	60.03
188.95	168.05	243.56	74.31	165.73	113.47	232.93	121.93	162.85	212.31	87.19	112.34	158.68	109.21	87.12	276.68	39.83	1018.12	386.22	51.48	272.26
308.56	424.75	424.19	429.09	423.24	217.21	495.05	555.62	198.83	370.97	253.28	266.53	170.96	395.96	480.58	444.93	260.43	462.61	364.52	236.92	433.54
1544.45	1952.71	1772.37	1169.9	1761.98	1476.71	1108.55	1057.4	895.75	1136.75	1275.62	1377.94	1419.7	1082.03	1511.01	1553.28	1612.07	1322.28	1502.5	881.7	1456.12
323.24	457.35	397.28	411.47	416.06	406.79	273.05	237.7	279.98	388.55	523.4	557.71	384.51	528.02	490.53	707.98	419.45	303.51	346.3	596.69	596.33
306.46	1293.71	2297.87	526.94	1213.09	518.27	1759.66	1347.88	707.91	792.1	1266.53	986.44	317.14	277.65	1287.64	571.1	982.34	408.28	2303.45	330.16	562.93
233.03	347.75	253.04	503.74	503.26	359.6	228.92	316.44	303.81	483.22	31.99	511.42	305.65	374.89	593.6	262.89	948.47	249.99	326.81	137.19	657.64
70.26	116.96	108.56	99.7	81.91	112.57	99.87	105.41	90.14	108.58	162.32	107.09	100.83	123.78	79.91	177.58	64.43	136.98	74.15	113.87	152.31
191.05	124.47	251.46	189.55	261.22	227.08	256.18	215.37	108.11	209	172.98	254.23	243.91	343.28	245.53	192.27	182.26	375.65	104.57	259.7	194.46
221.49	413.91	187.03	24.35	329.16	329.74	58.68	146.38	363.95	163.97	217.25	144.67	338.38	-62.26	303.75	128.4	138.95	15.41	395.75	79.22	77.02
15.6	7.57	3.26	23.6	-8.2	11.93	1	-4.19	-7.85	96.74	53.9	38.17	-2.5	120.54	43.17	63.11	9.23	16.85	47.66	54	8.4
538.93	408.51	466.09	420.66	433.12	676.48	440.07	667.13	367.25	423.83	649.72	630.92	731.98	476.17	703.71	786.17	671.26	666.1	443.73	687.09	864.05
83.92	262.42	306.25	236.17	250.51	158.12	355.38	343.17	122.81	170.58	181.36	292.91	136.76	249.29	273.47	244.17	187.59	185.19	197.68	219.22	157.3
568.19	718.79	420.1	802.51	988.4	796.47	519.78	1147.84	725.89	783.55	943.61	737.56	624.27	514.25	973.45	956.7	750.51	562.88	661.11	432.48	1021.08
121.74	65.24	71.54	98.95	39.99	105.44	137.19	74	70.55	148.12	48.61	69.56	98.2	115.68	140.6	109.14	62.44	174.21	75.44	180.7	62.15
-12.79	40.52	58.47	92.98	57.83	45.74	73.72	38.76	-51.98	112.53	82.64	39.92	21.14	129.44	39.57	-81.03	68.42	37.03	26.35	71.02	6.28
167.95	145.49	107.78	76.55	72.1	124.18	87.98	66.94	191.47	68.49	85.67	97.49	265.05	183.69	198.73	179.42	55.79	246.29	282.75	-80.59	55.78
81.82	25.54	28.53	193.3	44.45	87.61	166.63	34.85	184.11	21.27	144.07	32.94	165.7	30.73	13.67	110.94	-12.72	28.38	128.57	22.47	43.05
250.87	257.88	288.72	596.16	341.68	398.61	214.52	300.29	392.87	319.78	463.68	252.47	441.51	246.86	414.42	290.54	345.06	224.88	380.78	156.1	328.36
183.7	316.41	220.73	180.54	399.02	438.66	316.55	128.24	399.49	181.82	185.94	206.84	253.6	195.83	274.21	210.1	452.76	191.06	269.48	207.21	135.93
788.04	853.96	1140.54	821.76	842.08	952.17	874.68	392.07	1181.67	880.93	315.74	763.62	1130.72	609.77	1037.9	858.56	1413.06	964.93	927.66	89.93	648.15
62.9	271.53	159.74	64.61	276.41	378.63	107.01	201.05	279.98	35.69	41.81	56.48	231.59	93.02	114.56	129.61	130.29	113.71	272.79	19.31	125.98
43.98	116.21	174.54	181.29	111.34	100.09	110.18	68.51	48.5	91.48	94	135.06	54.42	80.88	90.73	34.03	53.79	74.58	117.54	81.11	191.59
2652.55	1463.37	1581.49	3135.37	2048.94	2598.19	2204.45	2303.41	3594.37	1437.22	3162.62	1699.81	3624.23	2160.28	1263.73	2244.15	1034.42	2324.59	2658.02	667.86	2085.06
199.44	171.06	197.98	168.54	159.49	244.14	199.33	220.94	193.92	187.12	185.94	166.55	174.48	239.57	216.97	193.5	131.62	238.16	146.12	144.76	193.03
337.92	193.65	655.66	405.35	236.22	315.28	526.38	628.57	233.22	266.23	413.99	370.5	178.86	310.87	249.93	256.64	156.93	242.6	268.81	319.34	332.76
780.77	719.61	800.69	682.48	952.41	1073.22	749.05	632.84	877.37	648.03	1413.1	466.11	1150.66	385.42	690.11	601.51	587.9	666.1	1014.99	582.27	612.74
681.92	1293.71	791.83	1039.44	1260.72	1398.94	742.26	959.98	1500.13	1013.03	1078.31	863.58	1223.03	760.06	947.36	847.39	816.27	1032.8	1354.59	689.74	1074.95
255.07	338.57	276.8	285.22	443.89	223.49	333.52	446.33	164.48	201.04	273.27	338.72	501.49	169.11	285.27	559.43	263.78	456.46	361.82	376.08	622.15
817.11	527.83	691.07	919.59	587.18	258.52	727.87	675.74	583.98	256.89	480.34	492.75	558.19	176.4	320.07	962.05	295.96	630.91	538.72	1128.09	2587.71
151.15	85.47	116.29	167.79	81.91	63.55	148.32	98.33	107.29	76.36	136.47	115.83	64.05	170.73	98.67	142.91	61.11	63.01	137.67	120.81	100.41
284.44	408.51	382.66	220.36	204.98	336.06	216.12	208.2	224.21	119.77	215.72	207.72	252.72	123.78	227.94	315.23	153.6	215.31	235.78	141.61	315.19
321.14	164.29	100.06	172.29	161.28	110.79	251.36	373.27	194.74	276.91	222.61	191.06	130.62	197.45	231.6	203.95	249.72	209.42	146.12	343.53	345.23
-6.48	315.65	47.71	-22.59	112.23	61.77	-2.95	15.32	-13.57	-25.86	-17.83	25.1	29.02	-21.84	-54.65	92.35	113.65	15.41	63.16	-28.69	50.12
26.11	27.04	83.09	-10.67	57.83	19.04	10.47	2.05	54.22	93.45	44.08	70.44	30.78	38.01	36.7	6.27	63.1	8.22	54.76	83.63	6.99
34.52	89.22	1.73	73.57	48.02	56.43	33.38	56.76	41.15	42.9	25.95	32.94	22.02	45.29	54.69	26.34	43.82	68.07	46.36	35.72	25.37
4.03	-11.15	53.86	0.5	17.68	100.98	35.75	22.35	46.87	29.13	159.28	3.33	-12.14	17.79	12.23	55.97	-12.72	58.67	-1.39	-17.94	-11.39
-4.38	4.58	27	-3.22	-7.31	43.96	15.21	22.35	25.64	38.31	15.38	31.2	22.89	47.71	-12.94	16.3	-20.04	5.34	-9.13	-6.57	4.16
117.54	27.79	37.73	37.02	142.55	167.96	96.7	126.66	105.66	44.21	36.52	102.73	121.86	32.34	46.77	42.91	11.23	118.07	139.62	-2.78	50.83
2.98	-11.9	-2.1	-3.22	-3.74	17.27	15.21	0.49	15.84	4.24	22.93	-4.51	-16.52	33.15	-15.82	12.17	-22.03	12.53	21.84	-21.74	-23.4
48.19	215.52	162.07	18.38	343.47	151.86	2360.33	2324.68	247.16	91.48	-9.53	66.07	49.16	8.89	92.89	31.66	-1.41	1301.37	247.65	-41.97	174.43
26.11	-29.12	-25.79	9.44	17.68	0.37	0.21	-27.57	-16.84	-18.66	-7.26	23.36	20.27	52.57	-14.38	-10.21	21.21	10.38	-19.45	81.11	-10.68
37.67	64.49	-14.33	7.95	61.4	52.86	24.69	23.13	-1.31	72.42	45.59	-13.22	52.67	28.3	10.79	19.84	3.25	78.92	80.61	121.44	45.17
237.23	149.25	268.07	159.55	174.65	293.63	168.22	159.03	296.41	132.95	125.08	184.93	274.75	165.87	252.87	229.26	97.02	227.09	263.52	54.63	116.74
33.47	46.51	39.27	51.93	47.12	84.93	45.24	54.41	130.98	21.93	129.64	32.94	142.9	33.96	26.62	70.85	-2.74	51.45	57.34	1.01	47.29
43.98	41.27	77.7	98.95	36.42	31.5	122.89	69.3	73.81	81.62	69.02	71.31	120.98	163.44	52.53	70.85	61.11	84.71	60.57	146.02	163.72
415.46	579.28	390.78	328.41	388.26	292.73	533.82	404.36	362.3	457.91	234.87	447.49	449.55	313.3	524.39	511.12	593.44	315.47	361.14	495.05	708.66
137.49	38.27	87.72	42.98	54.26	27.05	155.48	201.84	27.27	31.1	22.93	25.97	49.16	118.92	26.62	114.55	34.51	68.07	130.52	88.04	114.61
40.83	27.04	4.79	40	29.28	51.08	-0.58	6.73	32.99	32.41	25.19	44.27	39.53	41.24	33.1	31.07	63.77	22.61	6.35	110.09	1.33
105.98	163.53	176.1	277.66	151.47	144.71	290.75	258.5	196.38	217.63	229.5	269.17	123.61	253.34	132.64	241.06	192.93	222.67	171.53	216.69	223.17
-5.43	-5.16	-4.39	-18.87	-6.42	35.06	16	-1.85	32.99	-6.23	11.6	-1.9	-14.76	18.6	-6.47	3.33	-26.69	32.7	16.68	-18.58	-24.11
160.6	45.01	63.08	13.91	63.18	65.33	69.76	106.98	62.38	38.31	44.08	100.11	1	88.98	65.5	73.23	124.3	93.4	83.85	78.59	38.8
68.15	52.5	83.86	64.61	37.31	75.13	107.01	98.33	84.43	78.34	124.32	119.32	50.91	190.97	63.34	67.27	20.54	81.81	109.11	158.63	54.37
301.22	188.37	148.85	267.09	68.53	153.65	320.59	212.18	169.39	290.96	153.95	235.79	137.64	190.16	213.32	435.02	219.63	218.99	223.93	286.32	428.29
116.49	114.71	75.39	83.27	142.55	66.22	57.89	9.08	-10.3	15.38	122.05	127.19	12.39	173.16	113.11	83.38	44.48	83.26	50.24	183.86	67.11
26.11	45.01	56.93	127.36	21.25	46.63	1.79	95.98	3.59	16.69	-3.49	32.94	2.75	-0.01	26.62	0.38	49.8	8.94	32.81	-22.37	-18.46
39.78	54.75	55.39	51.19	38.2	44.85	65.81	118.78	28.09	63.23	48.61	46.89	44.79	91.4	48.21	24.57	35.17	57.95	63.16	14.26	46.58
893.77	538.08	461.14	1225.89	1294.4	553.23	581.91	382.26	641.47	904.73	978.31	846.45	901.21	1001.27	1289.41	896.02	1609.86	582.56	535.89	419.63	1162.23
484.55	543.61	268.07	808.12	442.1	756.95	531.34	483.63	981.27	246.22	1021.09	343.13	1278.48	182.88	219.17	487.56	168.26	242.6	859.46	219.85	474.2
40.83	67.49	66.92	77.3	93.5	107.22	54.73	49.71	123.63	67.17	59.95	60.84	85.07	26.68	115.28	106.13	11.89	143.54	48.3	-13.52	74.19
322.19	591.23	298.27	227.89	295.17	193.02	268.23	463.71	139.96	170.58	789.18	351.07	646.09	201.5	281.58	854.83	254.4	337.21	436.15	222.38	597.11
26.11	-20.14	-26.56	-41.21	48.02	-54.75	-28.2	8.29	-46.26	-46.79	78.1	-40.2	-36.67	6.46	-42.43	-39.54	-43.33	-39.21	26.35	-42.6	31.73
27.16	15.81	100.06	72.07	30.17	93.85	97.49	55.19	49.32	58.64	17.64	61.71	9.76	64.7	37.41	42.32	35.84	76.02	30.87	19.94	37.39
2.98	-11.9	10.91	-5.46	39.99	22.6	5.73	23.13	7.67	63.89	-11.79	12.91	-8.63	11.32	20.15	26.93	-15.38	-12.64	19.9	-16.68	2.75
55.54	65.24	81.55	134.09	52.48	74.24	42.07	61.46	89.33	90.82	53.9	53.86	53.54	80.88	129.74	64.89	154.93	99.2	20.55	28.78	57.2
80.76	391.53	74.62	73.57	167.52	72.46	185.76	392.89	161.21	305.02	73.56	48.63	784.41	112.44	41.01	378.78	103.01	142.81	164.35	42.02	397.71
58.7	89.97	36.2	122.12	128.28	96.52	83.23	65.38	90.14	44.21	103.09	93.12	107.84	139.96	103	69.06	75.07	50.73	81.91	65.35	90.49
578.64	523.1	443.86	656.49	455.58	470.62	444.16	523.7	358.99	715.51	267.12	768.12	417.43	156.97	593.6	482.2	731.51	506.66	410.08	249.57	650.52
373.55	387.68	498.39	681.69	443	296.34	520.6	636.26	396.18	440.85	619.49	246.32	253.6	404.87	391.81	319.69	484.14	549.55	360.46	476.94	514.5
130.14	86.97	238.04	175.29	62.29	68	191.35	240.1	181.65	200.37	125.84	107.97	65.8	139.96	123.23	176.36	148.93	216.78	61.22	255.27	217.41
96.53	128.97	148.07	40.75	62.29	49.3	53.15	92.83	106.47	38.31	51.63	3.33	4.5	27.49	25.18	126.59	50.47	26.22	25.71	-4.68	144.47
196.3	134.23	102.38	99.7	191.6	210.94	114.95	158.24	190.65	69.8	264.04	45.15	346.35	77.65	66.94	75.62	182.92	69.51	278.77	15.53	115.32
1375.33	674.82	862.29	1207.17	1127.4	1385.18	1192.03	1057.4	2116.09	587.38	1896.53	705.25	1961.1	973.23	701.31	887.75	430.31	865.22	1670.8	371.6	896.68
254.02	245	378.61	585.23	387.36	604.02	612.74	357.8	1150.77	290.29	744.79	261.26	455.81	476.98	258.01	341.4	91.7	272.98	434.09	154.84	357.75
-41.19	24.8	-5.16	46.71	24.82	-20.09	48.4	-15.88	-12.75	89.51	78.1	1.58	-36.67	178.83	20.15	51.81	63.77	78.19	91.62	99.38	-22.7
221.49	130.47	319.84	188.05	215.69	286.42	417.19	265.71	335.91	280.92	401.43	145.55	488.04	268.73	269.05	298.12	283.21	290.08	324.13	322.52	254.16
15.6	-5.16	27.76	19.87	11.44	54.65	55.52	32.51	30.54	37	7.07	18.13	32.53	33.15	35.26	45.29	3.25	39.19	20.55	1.01	9.11
40.83	65.99	50.78	191.05	43.56	40.4	104.63	168.52	177.56	146.8	88.7	85.27	43.91	183.69	142.78	100.13	200.93	81.09	82.56	130.26	148.04
119.64	57	137.2	110.91	121.15	152.76	146.73	107.77	135.06	114.5	153.95	140.3	147.28	139.96	122.51	148.37	55.79	138.44	127.27	44.55	96.87
173.2	207.22	117.84	218.1	378.4	281.92	272.25	331.81	213.57	264.22	273.27	22.49	744.83	276.03	156.55	98.94	120.97	139.17	154.58	525.53	326.16
174.25	308.79	336.67	543.23	249.61	262.12	326.25	438.9	398.66	310.39	367.02	305.24	499.7	437.28	383.54	480.86	505.34	386.25	348.32	344.17	556.75
125.94	40.52	100.06	146.07	44.45	197.49	127.65	74	261.92	42.24	151.67	73.05	151.66	46.9	73.42	66.08	11.23	45.68	110.4	4.16	75.6
1732.87	346.98	1395.82	1118.58	324.68	401.34	936.04	1164.57	887	255.55	474.79	308.76	1088.09	146.44	811.42	958.99	47.14	594.4	693.5	54.63	1355.91
48.19	-14.89	-8.98	-11.42	-7.31	0.37	-2.16	-4.19	2.77	16.69	22.93	32.07	57.04	40.43	59.73	0.97	52.46	12.53	27.64	-19.21	17.59
7.19	30.04	-25.03	-2.48	93.5	-28.98	20.74	37.98	-38.9	-11.47	-8.77	-6.25	7.13	-3.24	-48.9	55.97	-25.36	50.73	12.16	-12.26	104.67
22.96	113.21	41.57	65.36	75.67	123.28	57.1	24.69	47.69	61.27	20.66	88.76	81.56	12.93	116	69.06	235.67	44.24	47.01	58.42	22.54
39.78	83.97	137.2	155.8	31.96	38.62	155.48	36.42	87.69	38.31	84.91	46.89	107.84	84.12	36.7	40.54	33.18	42.79	106.51	89.93	14.06
112.28	233.65	256.99	155.05	189.82	533.9	208.12	356.98	481.73	100.68	312.64	218.24	373.85	168.3	179.79	180.03	29.85	206.48	316.76	149.8	224.6
500.24	192.89	351.15	369.48	400.81	1041.4	600.23	207.41	307.92	187.78	231.03	330.79	457.6	288.18	364.05	242.3	206.27	692.66	180.02	143.5	253.44
22.96	-18.64	-24.26	-7.69	-20.7	175.11	40.49	27.82	19.92	6.21	-12.55	14.65	51.79	7.27	7.2	-9.62	-44	87.6	-14.29	-36.28	19.71
-12.79	-13.4	7.85	-11.42	-6.42	16.38	33.38	-6.53	19.11	-1.65	-11.79	-4.51	-12.14	8.89	-14.38	22.2	73.74	60.84	-7.19	-24.9	-26.23
7.19	0.08	17.8	135.59	10.54	48.41	23.9	17.66	23.19	14.07	20.66	44.27	15.01	27.49	-2.15	8.63	-2.74	9.66	-1.39	9.22	-7.15
7.19	-5.16	13.21	160.3	20.36	38.62	23.11	11.42	26.46	-0.99	-0.47	15.52	13.26	31.54	7.92	16.89	-25.36	13.97	10.87	-1.52	2.75
723.58	970.52	684.14	737.1	684.18	564.29	833.45	883.62	539.42	514.11	594.29	673.88	520.36	679.32	876.48	612.63	567.19	1080.59	802.48	1055.46	1756.75
1235.13	1249.98	847.04	985	813.69	795.53	1135.11	1039.08	675.47	637.54	846.69	853.66	727.39	1105.16	1316.97	985.07	843.99	1163.25	1140.33	1432.7	1982.1
-18.05	-23.88	9.38	-4.71	-10.88	-2.3	-14	0.49	-16.02	0.97	-20.84	-3.64	84.19	101.92	4.32	-12.56	-22.7	113.71	-14.93	-21.1	-21.28
122.79	104.21	80.01	138.58	77.45	80.48	137.19	92.05	81.16	91.48	54.66	84.4	106.96	131.87	83.52	95.94	75.74	117.34	107.16	83	118.16
632.92	684.56	784.75	449.81	729.68	577.21	918.71	872.91	572.18	484.59	501.83	675.67	826.9	651.02	426.53	703.69	851.11	658.88	707.58	763.19	1023.67
9.29	-14.89	33.13	8.7	-2.84	13.71	8.1	-11.99	-11.93	6.86	15.38	1.58	-6.01	54.19	11.51	6.86	-16.04	-4.01	-0.74	-2.78	-11.39
86.02	83.22	66.92	101.19	52.48	52.86	103.04	139.28	59.12	60.61	98.55	135.06	75.43	74.41	97.95	83.38	77.73	99.2	51.53	88.67	134.51
453.15	397.7	137.2	406.88	416.96	161.7	423.72	724.18	170.2	238.9	453.4	236.66	228.95	284.94	322.3	217.51	163.59	315.47	420.35	1123.13	233.24
215.19	207.97	230.95	383.2	158.6	102.76	413.11	309.97	198.01	209.66	270.19	282.36	242.15	115.68	184.16	267.27	164.92	239.64	210.13	159.89	365.12
105.98	83.97	208.95	127.36	120.25	145.61	140.37	97.55	104.02	146.14	93.24	111.46	151.66	196.64	143.5	184.31	85.71	230.78	124.67	81.11	111.06
1.93	-11.9	-2.86	-11.42	-7.31	9.26	2.57	-5.75	10.12	-0.34	-9.53	6.81	28.15	13.74	-6.47	8.04	-10.06	8.94	10.87	7.32	-12.1
453.15	505.03	530.08	119.88	429.53	448.7	420.46	738.97	526.85	335.91	176.79	183.18	225.43	204.74	922.24	797.89	411.99	388.52	514.74	122.07	596.33
262.41	189.88	187.03	229.39	78.34	80.48	176.19	219.35	111.37	98.05	106.88	158.67	140.27	151.3	174.7	264.14	131.62	231.52	157.84	197.11	356.27
109.13	195.91	194.07	170.04	95.29	199.29	101.46	139.28	72.18	148.78	97.79	75.67	135.01	186.11	189.98	167.21	131.62	115.89	173.49	64.72	134.51
107.03	262.42	186.25	116.14	128.28	188.54	155.48	182.78	358.17	142.84	176.03	94.87	270.34	87.36	113.83	112.14	120.31	164.7	237.75	27.52	132.38
2.98	-5.91	163.63	13.91	495.15	492.59	27.85	262.51	115.46	685.92	-21.6	54.74	86.82	276.03	232.34	178.19	962.87	94.12	-33.63	60.94	116.74
83.92	67.49	323.84	123.62	644.23	597.54	103.04	460.4	132.61	1011.57	47.1	198.95	142.02	273.59	312.65	336.92	1338.42	224.88	30.23	116.4	228.2
25.06	18.06	52.32	40	31.07	40.4	46.82	30.94	32.17	65.2	15.38	42.53	-6.88	66.32	32.38	67.27	49.14	39.19	21.84	14.26	23.95
60.8	-2.16	73.08	36.27	38.2	55.54	63.43	41.89	21.56	56.02	6.32	25.97	47.41	50.14	30.94	60.73	16.55	75.3	41.2	-2.15	21.13
172.15	691.06	83.09	148.31	696	173.32	343.23	499.46	344.15	358.14	39.54	100.98	607.94	45.29	121.06	501	129.63	278.92	296.73	214.79	585.43
344.21	258.63	102.38	475.96	301.43	244.14	352.95	222.54	948.53	59.3	1742.5	171.8	839.87	131.06	62.61	256.64	59.11	101.37	435.46	49.59	365.12
20.85	7.57	111.65	210.58	26.6	41.29	67.39	34.85	20.74	37.65	28.97	13.78	3.63	47.71	32.38	24.57	23.2	50.73	32.16	7.32	-0.08
56.59	53.25	56.16	37.76	30.17	21.71	68.97	62.24	20.74	65.86	36.52	84.4	63.17	96.26	21.58	43.51	22.54	28.38	37.97	118.29	67.82
55.54	27.79	53.09	102.69	62.29	27.05	56.31	23.91	36.25	90.82	109.16	83.52	56.17	91.4	47.49	49.44	87.71	13.25	27	151.69	30.32
54.49	122.22	98.52	45.22	154.14	139.35	69.76	44.24	93.41	54.7	50.12	42.53	99.08	60.66	110.94	80.99	82.39	77.47	137.67	10.48	36.68
229.88	119.97	31.6	63.87	214.8	59.1	86.4	84.98	25.64	32.41	24.44	74.8	68.43	-22.65	62.61	223.69	41.16	27.66	253.59	64.09	123.84
1561.21	600.01	836.31	1502.78	689.63	1403.85	1053.02	825.86	1621.75	379.08	1693.11	868.99	1427.41	792.32	465.29	1095.67	426.92	1154.4	1219.07	270.47	1010.72
12.44	-1.41	11.68	-4.71	-3.74	16.38	9.68	3.61	22.37	14.72	3.3	2.46	-1.63	34.77	-0.71	11.58	-16.04	12.53	-2.03	-13.52	9.82
516.97	427.84	384.29	30.31	582.66	57.32	781.35	549.73	328.49	182.49	890.23	222.62	608.84	196.64	357.32	622.4	184.26	312.48	672.12	55.26	651.31
568.19	395.39	276.8	39.25	609.8	70.68	721.94	385.52	262.74	147.46	767.36	158.67	685.29	210.41	402.35	535.52	198.26	262.59	813.19	57.16	619.01
94.42	5.33	6.32	90.74	-4.63	15.49	26.27	176.44	3.59	59.95	-32.16	5.94	69.3	-9.71	46.05	135.05	125.63	57.95	63.16	-43.87	96.16
72.36	62.24	100.83	27.33	30.17	80.48	141.16	99.12	137.51	94.76	60.7	129.81	50.91	59.85	90.01	187.37	37.17	81.09	65.74	54.63	118.16
107.03	134.98	46.18	101.94	131.85	69.79	87.98	81.06	67.28	74.39	179.84	218.24	60.55	220.94	107.33	202.72	140.28	119.52	130.52	292.03	405.9
94.42	153.01	60.77	137.83	124.71	86.72	97.49	145.59	44.42	44.21	214.19	145.55	75.43	74.41	176.16	124.79	37.17	127.52	78.67	83.63	236.84
130.14	71.23	159.74	96.71	100.64	118.82	88.77	62.24	160.39	38.97	66.75	104.47	91.2	106.78	45.33	79.79	15.88	94.12	108.46	30.04	45.17
86.02	27.79	83.09	13.17	45.34	38.62	64.22	66.94	67.28	65.2	34.25	43.4	64.92	68.75	30.94	64.3	32.51	49.29	43.78	25.62	62.86
8.24	85.47	20.87	10.93	59.61	60.88	23.11	41.89	39.52	16.03	36.52	27.72	35.15	44.48	41.73	21.61	41.16	2.46	39.26	13	21.13
171.1	363.08	238.83	7.95	268.37	369.56	192.95	93.62	256.18	74.39	57.68	71.31	251.84	54.19	325.27	194.73	78.4	272.23	311.41	-17.94	28.9
36.62	38.27	32.36	48.2	28.39	48.41	94.32	80.27	50.13	70.45	67.51	73.93	25.52	130.25	79.91	29.89	34.51	65.9	63.16	94.97	81.27
56.59	111.71	150.4	92.98	36.42	125.96	132.42	114.85	81.98	140.2	73.56	71.31	115.73	176.4	108.05	164.77	45.81	122.43	79.97	85.52	77.02
49.24	263.94	252.25	172.29	196.06	263.02	251.36	162.98	216.02	98.05	176.03	128.94	112.22	83.31	189.98	124.79	122.97	104.28	204.23	99.38	135.22
534.75	292.8	229.38	488.3	371.23	239.65	342.42	299.49	190.65	259.55	360.01	767.22	272.1	447.01	535.99	324.15	303.35	782.28	685.37	655.95	365.12
-6.48	-19.39	-8.21	-14.4	-18.91	-12.97	-6.9	-18.22	-11.12	-4.92	8.58	-8.86	-2.5	-0.01	-24.45	-10.79	-29.35	-7.61	-7.19	-25.53	-25.53
144.85	156.02	263.32	125.11	158.6	212.73	119.71	77.14	198.01	70.45	290.23	123.69	233.35	76.84	180.52	45.29	35.17	109.36	253.59	28.78	93.32
13.5	14.31	15.51	-16.63	-24.27	-22.75	26.27	9.08	1.14	-8.85	-9.53	73.93	4.5	7.27	0.01	-13.14	-38.67	-1.85	-17.51	-24.9	0.63
69.21	56.25	99.29	46.71	61.4	78.69	47.61	100.69	53.4	63.89	49.37	91.38	16.77	50.14	20.87	82.18	33.18	35.58	27.64	75.43	69.23
177.4	134.98	180	82.52	155.03	132.21	161.85	211.39	167.75	253.55	66	156.04	237.75	182.07	189.26	119.96	58.45	96.3	82.56	43.28	195.17
237.23	356.95	272.04	296.57	278.19	258.52	250.56	199.46	164.48	55.36	346	201.58	198.18	88.17	425.77	427.11	133.62	211.63	212.76	389.51	338.62
119.64	57	88.49	104.18	93.5	74.24	58.68	93.62	115.46	109.24	72.81	75.67	85.94	188.54	112.39	33.44	110.99	172.75	120.13	154.84	67.82
98.63	238.95	226.23	206.82	202.31	210.04	397.63	376.54	224.21	278.92	132.67	134.18	149.91	209.6	244.8	187.37	164.26	178.6	245.01	349.27	206.64
256.11	227.61	480.97	332.96	284.45	346.01	365.93	242.49	309.56	327.17	242.53	395.24	225.43	185.3	285.27	306.98	304.02	482.66	245.67	118.92	263.56
26.11	29.29	93.89	34.78	46.23	70.68	78.47	40.33	45.24	29.79	90.21	77.41	14.14	41.24	38.13	58.35	19.88	53.62	30.23	35.09	21.83
107.03	46.51	64.62	15.4	51.58	37.73	20.74	37.2	26.46	21.27	8.58	25.97	25.52	25.07	28.06	123.58	-1.41	42.79	98.09	4.16	58.61
92.32	138.73	359.21	189.55	287.13	53.75	105.42	92.83	67.28	12.1	185.17	102.73	21.14	132.68	69.1	107.34	4.58	65.18	453.4	297.74	248.38
26.11	75.73	15.51	122.12	91.72	80.48	103.04	100.69	13.39	63.23	82.64	121.95	75.43	134.3	87.84	86.36	57.78	41.35	67.68	317.44	143.05
183.7	90.72	203.46	69.83	111.34	174.22	212.92	92.05	127.71	106.6	59.19	101.86	133.25	134.3	87.84	172.7	59.11	266.29	137.67	62.83	50.83
111.23	93.72	157.4	162.55	104.2	127.75	133.21	93.62	80.34	102.66	51.63	78.29	150.79	126.2	88.56	123.58	60.44	138.44	111.05	70.39	128.11
170.05	18.8	66.92	31.8	23.93	30.61	37.33	37.98	14.21	29.79	0.28	98.36	-5.13	69.56	4.32	61.32	-2.07	37.75	-0.1	7.32	18.3
-9.64	66.74	7.85	-28.55	12.33	10.15	-16.36	-19	1.14	90.82	-15.56	-7.12	28.15	-27.5	4.32	-26.06	35.17	-31.31	1.19	-2.78	-34.72
10.34	11.32	56.16	4.23	5.19	1.26	52.35	99.9	-6.21	22.58	36.52	7.68	-0.75	32.34	-2.15	28.11	-3.4	34.14	40.55	-2.15	-6.44
151.15	130.47	143.41	143.82	132.74	44.85	145.14	153.49	174.29	150.76	129.64	190.19	83.31	165.87	77.03	169.04	151.6	131.89	129.22	143.5	125.98
100.73	17.31	55.39	77.3	87.26	100.09	131.62	114.85	108.92	29.79	111.43	68.69	167.45	51.76	66.22	123.58	99.02	284.87	63.8	43.91	65.69
