AD043	AD111	AD114	AD115	AD118	AD119	AD120	AD122	AD123	AD127	AD130	AD131	AD136	AD157	AD158	AD159	AD162	AD163	AD164	AD167	AD169	AD170	AD172	AD173	AD177	AD178	AD179	AD183	AD185	AD186	AD187	AD188	AD201	AD202	AD203	AD207	AD208	AD210	AD212	AD213	AD218	AD221	AD224	AD225	AD226	AD228	AD230	AD232	AD234	AD236	AD238	AD239	AD240	AD241	AD243	AD247	AD249	AD250	AD252	AD253	AD255	AD258	AD259	AD260	AD261	AD262	AD266	AD267	AD268	AD269	AD275	AD276	AD277	AD283	AD285	AD287	AD294	AD295	AD296	AD299	AD301	AD302	AD304	AD305	AD308	AD309	AD311	AD313	AD314	AD315	AD317	AD318	AD320	AD323	AD327	AD330	AD331	AD332	AD334	AD335	AD336	AD337	AD338	AD340	AD341	AD346	AD347	AD350	AD351	AD352	AD353	AD355	AD356	AD360	AD361	AD362	AD363	AD366	AD367	AD368	AD370	AD374	AD375	AD379	AD382	AD383	AD384	AD10	AD15	AD16	AD18	AD19	AD1	AD2	AD31	AD3	AD4	AD5	AD7
5.68	20.8	1.285	7.9	-4.01	-11.9	0.57	2.61	0.83	12.98	-9.43	14.59	2.86	-3.44	3.84	4.19	-13.73	20.145	-16.335	-1.565	18.335	-12.4267	13.495	34.85	8.78	2.83	18.01	-16.95	-4.48	129.2	-13.35	7.59	-17.86	18.45	15.41	-7.27	1.52	12.89	-2.75	5.39	6.35	36.52	0.86	1.76	40.6	3.49	104.56	-1.2	74.39	-22	4.21	-4.41	10.7	25.58	17.38	-23.35	4.27	0.51	-18.09	-0.99	-24.7867	-11.3475	-11.01	-25.055	-24.56	-1.395	34.3	-5.33	5.87333	15.69	-2.34	-14.225	20.88	15.15	23.24	-2.22	7.775	65.99	9.685	-8.21	-6.62	-16.895	-5.7	-25.52	-9.49	17.45	4.93	5.25	13.79	36.97	5.33	11.57	4.7	2.55	-10.225	6.24	-18.37	-11.99	-1.825	-26.125	-6.45	-7.39	57.3	20.08	51.89	21.31	7.16	31.34	55.28	29.72	24.22	-23.13	-21.2	18.245	-18.06	-21.68	-33.7	-13.45	23.98	-11.75	-1.76	-18.32	-7.12	2.695	36.35	8.175	17.3	-4.07	-12.34	-21.59	-2.52	-5.88	18.6	-15.15	-8.38	-4.86	-30.34	16.79	-4.81
1940.23	1397.63	1986.66	1640.95	1967.68	1739.04	1505.05	2927.15	2127.72	2153.33	1391.66	1839.82	1861.26	3043.64	1551.65	1564.9	1275.44	1292.64	2668.12	1839.93	1588.29	797.187	2012.11	1401.24	2107.4	959.77	1906.45	946.155	787.36	3156.33	1618.99	892.41	1636.56	2049.03	2101.41	1622.38	1476.13	1851.51	2244.18	1597.94	1153.68	2143.59	903.01	1988.92	1727.8	1476.18	1876.68	1702.86	1646.27	1569.54	2377.34	1167.71	1913.08	1978.99	2167.71	1617.37	1219.52	1677.91	1264.12	1773.48	1788.92	1500.15	2697.17	2380.62	3156.38	2777.63	3965.25	2421.03	1557.51	2277.32	2874.09	1759.27	1287.85	2453.9	1235.62	3849.59	2675.1	2309.05	3011.94	1210.42	954.985	1625.62	1905.26	2148.11	2698.6	869.84	3105.74	1665.27	2216.88	1492.49	1472.96	1594.06	534.84	2991.25	1648.65	1521.51	985.23	1534.99	1598.21	1213	1621.39	2262.79	1252.65	1623.19	1319.37	2277.08	2593.28	2697.23	1738.8	2857.6	898	2702.39	2148.94	3101.4	1802.27	550.81	2686.3	1559.44	1213.78	787.74	3344.99	1274.06	2090.51	1392.15	856.65	3336.58	1509.9	2319.61	1803.6	2094.9	1706.87	2238	1806.82	674.93	2464.66	1541.41	2331.67	416.39	1446.33
665.35	4600.01	1533.9	3995.36	3122.34	4123.27	3346.72	3021.09	3767.28	4731.72	607.43	759.88	2547.21	425.82	612.125	2525.12	2630.49	66.245	696.795	711.09	27.125	956.48	2531.52	650.75	3274.88	742.795	1880.3	1013.7	4023.47	1627.13	1612.18	1975.08	780.73	3313.01	2097.6	2347.26	4358.72	2827.37	1484.53	1684.2	1944.06	60.82	1480.88	2337.05	2827.67	2887.83	1723.3	4003.2	4562.63	388.17	4200.55	3626.52	1223.2	1881.16	3195.08	3226.23	1185.24	2331.17	4059.01	3542.72	1883.92	2394.9	3738.59	1725.43	1994.19	1372.78	2007.88	898.72	696.673	5003.93	1174.67	3795.1	3089.1	4370.17	1214.41	415.03	1514.41	589.46	350.475	2399.59	3808.25	2357.94	2350	2502.33	1660.68	84.47	1484.25	1932.32	1570.67	1970.29	2157.83	902.86	469.46	2200.54	1677.4	2116.75	281.34	1457.79	4707.32	1534.94	1522.31	2791.31	1374.34	870.02	5.035	3814.12	1276.84	1536.91	369.7	1528.29	332.86	466.33	1738.11	160.15	1603.43	1234.18	1059.84	3281.47	3839.04	3058.2	791.01	1704.4	2454.84	4170.09	1527.83	1609.96	3378.75	1775.22	2764.06	2266.59	4375.7	1436.38	4193.52	4095.18	164.01	1760.89	253.45	155.79	472.13
-12.93	-3.62	-15.22	-18.45	-23.26	-35.31	-20.815	-32.6	-15.86	-4.65	-13.95	-8.475	-25.02	-11.4	-9.675	-13.23	-48.8	-3.88	-33.86	-20.71	-25.68	-30.46	-22	-10.49	-24.39	-15.53	-15.935	-31.215	-21.51	-7.41	-29.06	-11.53	-30.51	2.77	-27.235	-13.3	-23.41	-11.4	-45.97	-13.49	-21.04	0.08	-6.56	-28.12	13.7	-16.71	-22.48	-31.64	-28.48	-24.34	-25.63	-27.84	-39.8	-26.84	-17.2	-43.35	-38.07	-31.49	-47.63	-30.25	-38.3467	-35.47	-33.07	-47.485	-56.56	-32.025	-11.14	-6.23	-20.1667	12.02	-21.7	-24.875	-9.91	-14.88	8.78	-36.67	-2.415	-36.41	-6.51	-40.73	-16.19	-48.415	-36.5	-40.04	-41.87	-2.98	-18.815	-22.05	-16.04	-13.92	-10.47	-33.87	-32.46	-25.61	-39.28	-13.33	-43.04	-42.39	9.115	-47.265	-37.74	-33.55	31.335	36.485	-18.815	-14.4	-8.025	9.795	75.46	-16.31	-7.54	-49.57	-29.52	-10.865	-45.35	-6.37	-48.95	-23.4	10.24	-20.69	-18.31	-25.24	-24.235	-22.785	1.545	-23.45	5.74	-47.41	-22.71	-37.52	-28.24	-25	-27.96	-45.08	-27.3	-16.66	-45.59	-28.54	-31.24
1898.81	2808.06	2653.72	1464.07	2175.22	2104.87	1751.14	1438.58	1850.58	2106.37	3312.95	2915.36	1469.85	1371.47	1793.22	1948.44	2012.09	2186.56	2552.63	2560.84	1959.55	2644.99	1284.66	1620.05	2781.87	2206.35	2992.28	2736.88	1793.92	3369.4	1921.84	2686.99	1782.06	1675.5	908.625	1043.69	2396.21	2095	2272.42	2362.19	1668.12	2375.18	2581.16	2311.58	2100	2014.71	2465.82	2493.59	2864.67	1503.78	2004.79	2306.66	1732.12	2736.61	2139.93	1604.17	2281.16	2129.62	1889.84	2243.42	1982.88	2076.56	1455.68	1857.24	1085.21	1886.35	1424.15	2345.28	2509.17	2206.76	1418.5	1997.98	1844.81	1834.06	3185.82	1916.48	1230.17	2424.78	2152.89	2276.5	1769.64	1784.47	1946.22	2219.34	1470.4	1987.96	1394.03	1375.25	1946.12	1789.42	2535.65	2293.59	2334.45	1909.02	1480.79	2246.1	1216.29	1783.61	1307.18	2278.13	1440.53	1965.19	1645.74	1782.02	2337.46	2146.27	1178.42	1671.85	2017.58	2367.09	2878.47	1572.29	1698.97	2178.65	1979.17	2662.91	1983.06	1310.13	1966.51	2522.74	2063.96	1444.9	2043.27	1798.29	2485.9	1700.09	2549.07	1130.92	1822.18	2036.7	1284.31	2410	2257.39	1694.45	1668.25	1581.85	2320.99	2910.77	2122.49
-8.08	20.8	40.835	9.875	-1.98	53.64	-19.355	-18.52	3.925	41.19	35.78	-0.315	-18.66	-27.3	83.14	92.71	18.15	13.64	-12.17	56.205	45.35	-4.79	18.405	63.55	24.94	167.26	58.43	281.34	6.88	2.26	700.525	76.2	73.26	46.36	58.7	-10.29	89.42	30.11	-11.75	26.16	99.04	-11.25	164.3	148.15	223.16	64.175	91.94	219	34.73	-21.23	5.24	57.72	74.6	-13.73	202.015	10.96	87.71	110.62	-11.82	29.21	108.52	32.0675	81.04	59.99	191.05	116.545	31.05	94.83	-13.3633	74.52	-14.32	-19.6	14.96	-20.66	63.74	-22.39	32.88	-20.71	17.83	246.69	15.705	353.415	35.45	98.97	28.21	27.31	76.17	18.9	26.92	121.06	7.3	281.07	24.9	21.04	13.645	5.35	5	1408.28	6.52	90.94	-3.77	-28.05	30.935	47.5	78.64	111.56	97.57	59.935	75.46	31.91	112.13	11.19	324.99	28.27	216.51	52.5	357.16	29.63	26.27	15.95	88.7	235.38	-20.695	-27.315	34.315	27.985	12.95	40.31	77.1	24.84	43.35	125.94	360.21	3.55	5.01	-14.69	194.4	21.11	112.57
0.01	-3.62	-2.705	-12.035	-19.2	-0.19	-3.7	0.59	-12.195	17.68	4.12	7.815	-10.69	5.745	4.67	59.88	-29.24	16.665	-13.815	62.415	-23.285	-15.8933	24.55	-2.17	3.4	15.265	12.04	-11.815	-17.73	81.39	-9.785	12.8	-12.8	-1.58	27.78	1.76	-0.47	32.14	-22.56	20.5	8.24	23.56	-10.27	17.69	28.64	1.465	2.71	1.85	-7.05	-13.45	-13.28	-11.54	30.21	-11.86	-11.665	-34.06	11.69	-20.34	-41.37	-4.54	-25.15	-16.5025	-26.9	-30.045	-17.22	13.2	23.48	7.32	1.56333	27.95	-4.18	4.825	5.49	26.7	27.09	-8.1	-3.69	-14.93	21.955	-10.79	28.68	-21.51	-16.76	-13.73	-14.67	4.06	27.205	-8.4	29.83	23.47	2.37	-12.66	26.51	-8.89	-5.305	26.73	-17.07	13.31	47.235	-13.485	1.6	-6.02	62.45	35.455	0.98	-11.465	57.545	20.25	78.69	30.81	27.84	11.9	-25.36	16.335	-18.76	-6.37	0	-14.56	15.97	-13.54	7.07	-0.54	-7.655	-0.77	31.95	-1.19	23.95	3.53	-24.78	-29.21	-10.62	-10.5	-11.48	-25.44	-2.08	-1.57	-20.38	15.35	-23.79
-10.51	4.87	-9.895	-11.495	-23.26	-18.92	-12.705	-1.42	-15.12	-5.82	-2.66	-12.67	-31.38	-0.905	12.27	17.68	-26.79	11.105	-27.96	-14.48	-19.025	-13.38	0.92	-10.49	-7.36	1.27	-0.37	-14.285	-9.21	12.74	23.395	4.11	-14.49	8	5.54	-2.26	-14.44	10.87	-32.46	-5.94	2.57	9.8	0.86	-18.16	10.71	5.98	-15.7	-8.3	-22.05	-19.67	-9.17	-8.49	13.36	-20.28	-1.045	-28.35	-30.02	-19.59	-16.3	-18.73	-17.6367	-26.615	-22.49	-37.16	-32.57	-21.21	1.84	-6.23	1.68	9.57	-10.64	1.97	7.86	-5.64	2.99	-27.43	-8.54	-23.19	-10.72	-19.725	-69.67	-13.41	-17.55	-11	-24.39	6.18	-1.73	-20.1	2.87	14.12	-8.5	-1.56	-4.19	-5.37	-28.97	4.46	-11.23	-2.33	30.3	-39.955	-24.33	-22.55	44.33	25.555	-12.55	2.47	-7.24	9.745	39.13	11.09	223.25	-37.43	-23.28	2.645	-18.06	-20.87	-40.93	-21.19	15.97	-12.65	-22.73	-20.3	-7.655	7.235	43.32	-28.985	0.835	-4.76	-32.38	-22.28	-15.76	-21.7	-14.39	-20.77	1.86	-8.79	-29.16	14.63	-23.11
499.25	3352.11	1030.22	3541.65	2513.71	3254.74	2601.68	2382.57	3072.18	4198.58	427.39	440.465	1739.8	260.995	320.135	1785.83	1988.59	113.245	430.83	444.08	100.07	615.983	1693.07	542.82	3116.87	355.36	1167.26	479.965	3269.85	735.12	982.05	1142.25	392.05	2140.62	1423.45	1429.16	3016.05	2283.83	872.89	1000.24	813.29	130.49	671.97	1679.93	1835.7	2006.73	1179.51	2859.09	3729.66	267.37	3154.35	3124	755.68	1176.37	2370.6	2661.71	810.5	1727.32	3652.04	2689.18	1205.73	1586.82	3074.74	1174.78	1124.27	939.295	1124.9	518.05	392.81	4544.61	591.3	3184.2	1880.27	3250.51	693.68	292.51	919.06	392.44	233.16	1915.2	3354.06	1483.55	1732.21	1729.6	1299.23	142.45	966.25	1128.36	643.34	1078.29	1500.68	385.98	390.29	1429.23	958.28	1395.35	145.39	924.07	3774.46	923.485	1015.56	2249.11	877.16	521.035	96.575	2864.22	619.29	960.02	247.34	991.19	170.92	256.2	1059.44	137.13	1166.96	725.14	649.71	2240.97	3037.22	2441.33	395.51	903.22	1547.37	2934.84	1124.27	1106.82	2379.37	1100.26	2766.19	1798.77	3888.51	1209.14	3418.14	3248.94	116.81	1114.8	168.84	149.97	318.61
16.21	1.69	-9.69	-10.05	-6.03	-9.56	10.43	-2.43	-2.88	-2.3	-15.45	16.475	-4.32	12.88	12.795	-23.51	-23.52	20.92	-12.35	-6.31	-5.025	-9.82667	7.45	-0.32	11.47	-4.26	27.835	-19.625	-14.89	-25.92	8.99	-11.53	-22.92	21.06	45.74	13.8	5.51	16.94	-6.35	3.5	12.96	20.32	14.78	-18.16	20.67	16.685	17.25	-0.18	20.8	3.65	-11.23	-7.47	-1.71	-8.11	12.55	-32.63	-26	4.23	-22.57	-0.1	-31.5567	-17.425	-22.49	-33.615	-15.22	5.245	-0.32	7.32	1.28333	16.92	-32.76	-2.26	-14.64	11.68	22.27	-19.87	1.97	-33.93	4.535	9.48	-0.69	-13.325	-6.49	-15.54	-31.51	17.45	12.285	-6.45	10.15	15.16	-0.6	-9.64	32.98	-6.25	-8.46	-10.66	-7.33	5.85	-5.78	-17.145	7.86	1.57	49.585	31.11	10.855	-1.715	26.48	-4.56	89.99	22.05	6.07	-39.57	-3.18	10.53	-18.76	-28.93	-22.47	-14.56	19.4	2.54	-17.21	-18.32	4.37	-1.51	15.235	-7.645	17.96	-14.42	-28.93	-20.9	-1.78	7.33	1.13	-36.66	-6.02	-22.55	-33.27	39.87	-21.75
85.91	129.09	69.555	80.35	148.76	141.37	185.85	174.23	69.9	131.73	77.28	60.575	148.77	62.98	148.805	133.76	104.38	109.745	92.33	67.335	108.475	53.0733	156.33	90.41	105.98	30.42	147.69	64.87	100.63	45.82	65.33	125.67	97.74	162.97	123.965	46.92	124.44	144.68	113.58	178.91	72.53	122.39	71.4	164.08	113.39	107.835	70.59	118.55	123.72	113.28	110.33	78.08	112.82	81.69	169	87.61	59.77	107.6	146.21	109.44	165.593	111.312	91.7	81.765	75.4	54.2	103.54	67.78	73.0967	216.59	71.41	113.26	210.17	116.81	75.32	97.72	153.695	127.04	83.115	133.415	76.2	116.41	101.4	115.37	86.44	175.04	112.065	140.76	86.9	60.85	48.76	119.58	82.27	87.11	80.055	124.96	144.09	68.7	112.295	96.78	124.22	55.62	183.885	176.425	189.035	217.415	84.12	167.26	116.64	71.34	136.56	221.07	43.33	71.455	54.06	143.77	167.71	104.76	189.84	83.9	69.95	183.08	110.15	301.475	138.575	288.34	122.595	140.32	109.19	127.15	166.32	86.38	160.58	31.61	61.72	183.55	79.65	73.1	61.62
116.75	193.8	61.655	231.18	92.15	108.62	156.91	125.65	86.895	111.74	120.38	55.025	152.03	152.535	128.9	61.48	120.9	82.21	33.87	115.95	86.965	36.6933	218.025	162.71	75.31	41.725	92.505	56.105	37.17	39.36	51.925	135.21	36.97	71.69	119.61	73.02	58.43	155.85	176.87	70.51	96.2	83.5	47.26	57.53	89.45	170.575	64.77	102.31	81.9	37.08	106.21	46.51	134.18	62.99	93.745	45.3	29.26	34.82	99.42	75.51	62.0933	43.8125	42.92	51.795	42.38	91.445	190.07	80.41	119.413	137.01	349.74	119.045	97.82	93.71	70.5	115.36	121.48	18.94	65.585	22.255	57.355	103.76	77.52	90.78	31.47	78.82	131.27	311.34	88.37	92	78.35	61.03	78.23	38.65	73.395	69.53	105.05	67.2	46.31	69.35	107.2	105.24	103.97	101.325	59.765	99.895	131.155	137.3	88.38	63.67	74.99	35.52	14.17	56.305	49.85	45.24	27.26	39.57	112.1	92.84	44.58	108.07	54.955	82.91	218.015	169.505	94.89	95.65	56.93	70.67	114.55	83.71	57.44	21.32	108.16	38.6	31.51	93.37	27.04
-13.74	9.12	2.13	22.61	12.2	53.64	5.15	5.63	22.005	52.95	-29.75	2.115	6.85	56.385	-4.5	-4.52	-17.81	3.09	-9.755	-15.36	-15.665	-23.5133	8.74	35.77	9.68	-20.325	13.27	-26.57	-12.05	3.07	-18.115	13.67	-24.61	1.9	-6.405	-12.29	2.52	8.84	-18.96	-0.27	-1.21	10.61	-4.7	76.45	67.51	22.13	-9.89	71.87	2.59	-12.67	20.69	-4.41	-21.2	1.25	44.565	-19.77	-17.26	-12.9	-7.34	7.89	-23.6233	-11.68	63.3	-11.88	-25.23	4.22	32.14	1	-0.97	68.39	2.27	-3.6	24.43	3.6	17.45	-3.06	11.405	-10.8	27.455	-19.7	-2.045	-15.64	-9.65	-10.1	-22.45	6.88	20.185	-9.38	-15.32	43.2	16.19	7.53	-10.65	68.6	-4.88	7.13	-20.97	-25.35	-11.19	-24.495	-5.56	5.72	56.98	40.335	-1.36	41.885	19.715	42.27	56.09	26.43	26.94	-33.85	-29.52	11.52	-11.07	-6.37	99.44	19.69	22.83	-5.5	28.04	-14.37	0.415	1.02	36.97	18.085	5.76	-16.48	-22.71	-22.28	-6.2	-7.2	47.72	-36.66	-28.87	-12.07	1.82	35.54	-31.92
883.2	1327.42	989.845	1302.74	1106.7	1111.16	1206.05	1407.69	1208.3	992.24	549.76	1613.085	1615.76	1544.94	1089.46	986.6	1101.15	957.4	1693.18	888.575	1064.46	535.68	1342.69	1165.94	1342.29	1074.15	1049.34	750.86	1144.86	1355.97	1937.1	468.13	1113.33	1162.78	1032.95	963.39	967.1	1195.66	1629.65	675.26	1182.67	1210.02	839.7	1311.98	540.95	1040.31	1502.16	768.96	1152.44	1359.17	1273.15	874.03	1158.71	1377.75	782.015	1289.33	947.54	748.72	1253.39	1788.54	941.967	1188.03	1353.13	1109.82	992.71	1119.4	1150.07	897.86	1601.6	917.05	1664.99	1019.9	1369.13	1246.95	1180.7	2297.08	1043.88	1042.84	1240.2	1528.27	1587.86	848.2	1333.71	1383.5	981.33	1318.48	992.845	1393.4	1438.4	1638.49	890.15	1059.76	1838.99	1254.21	1053.55	1256.61	654.17	1110.89	1330.87	1603.35	1589.31	1453.12	647.59	1263.89	1444.85	936.765	1250.38	990.46	964.9	1275.24	623.8	1377.26	976.43	1979.78	1099.45	834.87	1313.21	763.46	782.66	1148.96	1190.19	1663.32	1475.15	1281.85	1422.07	1493.8	774.305	1585.03	1009.3	1031.38	1356.31	850.49	1282.09	1563.2	1360.85	1432.16	1260.58	772.64	1240.95
468.04	698.99	643.175	786.64	613.59	332.92	805.275	637.08	619.645	731.72	483.02	1047.925	919.07	743.635	815.89	865.95	757.89	832.23	907.01	474.57	888.205	900.16	437.745	1117.12	818.78	918.88	523.685	690.96	562.9	879.29	1176.68	725.68	1257.46	845.97	852.48	914.15	623.55	508.35	989.58	552.22	484.95	426.31	485.51	875.69	414.65	502.055	725.58	453.13	608.89	1181.73	636.38	448.48	621.73	447.67	523.11	825.48	865.44	604.04	1194	676.32	626.947	1153.43	633.28	577.18	1168.38	723.145	674.93	493.32	1307.36	564.88	1129.61	636.235	832.36	819.85	605.96	904.91	537.59	884.98	805.275	988.12	1144.91	908.02	969.56	917.39	1087.08	352.19	699.925	962.84	738.04	761.72	401.4	636.83	1182.85	678.94	568.96	638.6	766.15	1069.17	1597.46	868.095	959.57	940.16	902.905	774.625	1283.93	495.835	684.465	988.345	387.37	965.46	407.86	978.85	693.01	760.785	679.96	437.8	656.54	1097.28	939.26	658.62	771.53	1302.28	631.19	532.885	593.1	763.625	606.15	1325	647.75	857.95	872.3	942.33	415.31	759.71	394.91	1141.22	758.93	573.25	869.43
388.46	442.3	243.47	244.45	461.76	587.82	374.075	508.11	410.895	522.02	211.43	227.045	445.34	272.46	256.805	300.89	737.45	287.105	435.99	341.96	388.15	263.25	305.59	416.29	435.42	249.875	282.255	238.225	206.88	78.96	239.81	232.18	261.91	360.11	406.445	512.4	359.68	289.93	550.96	457.32	618.49	246.3	286.15	545.37	495.25	348.83	293.26	393.38	451.59	189.52	474.9	354.9	549.12	455.14	663.63	519.48	276	365.78	329.15	679.2	567.68	314.845	495.78	501.975	661.44	687.605	494.48	592.88	145.39	909.94	268.64	329.285	268.05	545.96	612.58	666.39	451.715	223.5	320.51	357.425	242.565	754.84	250.94	634.44	465.54	481.71	388.825	315.24	326.18	433.85	438.2	344.63	270.64	325.43	332.185	395.44	379.56	295.3	277.355	482.015	781.91	388.64	429.795	542.07	432.835	468.185	636.705	440.905	159.41	317.96	441.64	380.81	616.83	439.73	293.34	299.57	1089.19	235.2	283.43	259.49	361.52	298.52	231.735	408.03	250.27	525.79	488.56	400.81	229.38	507.97	634.77	747.39	787.71	193.68	615.77	235.17	548.68	450.97	347.19
881.56	1626.61	988.83	937.4	961.96	1152.01	1954.21	1830.95	1445.04	1185.46	991.79	1143.53	1299.16	1361.01	851.19	1828.41	2353.57	1488.88	2453.14	1089.75	2343.4	1782.13	1289.93	1919.01	1502.99	1644.34	775.975	1587.45	871.58	3454.98	1980.84	738.07	2124.58	856.16	923.465	1316.28	1490.56	1380.16	1083.04	1266.02	1085.02	1184.5	1797.81	1177.01	613.31	1098.71	909.82	792.06	1443.44	1517.41	980.94	1158.67	1626.95	2152.23	1010.36	1469.54	1551.89	1623.64	1178.45	2664.78	1212.07	1878.83	1471.79	1593.7	1246.28	1162.04	703.84	855.68	1224.4	1013.79	1922.88	1791.53	1080.27	1137.69	1087.68	1735.64	1376.71	1287.43	1264.74	1422.2	1775.98	2055.88	1806.63	1566.55	1162.52	1038.59	870.24	1418.2	1142.3	750.48	1000.44	1371.28	1916.57	1037.01	1022.76	1357.49	1459.11	1664.18	1396.87	3390.29	1328.3	1702.37	1208.96	1102.9	1649.97	958.875	550.5	967.26	1102.91	953.08	593.24	2382.29	1035.8	2115.66	807.32	1070.42	927.65	856.48	722.89	686.03	1017.93	1312.98	1634.49	920.03	916.18	1885.66	781.41	2779.95	1127.58	1732.04	1238.98	683.66	2141.03	1049.15	981.46	1259.73	1372.83	942.92	1562.24
0.01	21.86	-0.96	18.595	-0.97	4.49	9.375	5.63	-11.415	28.26	-2.66	4.435	-11.49	8.285	7.605	1.81	0.98	27.42	-11.66	-15.715	2.03	6.97667	35.255	20.96	16.85	27.875	22.81	-18.05	6.88	20	0.445	-1.1	-16.18	34.14	35.05	9.79	4.52	26.06	-13.56	23.33	22.41	30.04	-4.7	5.74	24.66	50.435	56.04	-4.24	43.3	-8.01	6.27	10.87	38.2	-21.22	10.82	-16.92	-11.21	-14.38	-9.13	15.88	-4.34	-6.5025	-3.06	-33.96	-27.23	-2.6	44.04	13.64	28.9633	83.1	-19.86	17.765	7.86	4.75	35.77	17.94	31.505	-6.67	5.26	3.16	10.735	-9.285	21.2	-5.56	0.25	8.99	26.345	-9.38	48.82	39.04	23.1	9.55	29.75	-11.53	8.915	27.62	0.46	23.75	7.67	-0.849999	5.17	14.01	55.37	47.58	19.08	24.215	44.26	40.71	70.62	22.05	26.94	-7.41	-9.42	27.395	-27.86	5.72	-24.07	-14.56	46.87	-2.82	2.66	-6.47	6.015	37.795	56.745	6.225	42.565	6.99	-27.54	-5.66	8.54	-13.8	-17.3	16.64	1.07	8.94	-16.87	39.87	-15.66
-15.36	19.74	9.34	2.06	0.04	-23.6	-10.01	15.69	-10.165	28.26	7.14	10.585	-1.92	0.72	2.695	4.19	-0.66	3.015	-5.195	-4.945	-16.2	-23.2767	-7.33	27.44	8.78	-7.035	38.18	-8.21	-12.99	0.65	-11.345	9.33	-22.08	3.64	-5.81	-13.3	-8.45	19.98	-9.95	5.39	-3.1	17.09	-1.92	-14.18	8.72	2.48	-0.2	-4.24	-5.98	0.54	1.13	-25.81	125.28	1.25	6	-31.92	-14.57	-24.05	-10.92	-13.41	-32.87	-15.9225	-14.54	-31.46	-31.9	-14.23	4.01	5.51	-0.976667	29.18	-22.62	-1.54	39.82	8.22	26.13	-3.9	7.7	-5.01	1.6	-17.475	6.46	-21.84	-10.44	-6.46	-11.43	-12.83	-6.09	-8.4	-11.68	36.97	3.35	-1.56	-10.65	-13.29	-21.115	-16	-18.37	-11.25	-9.325	-6.145	0.7	17.47	57.835	20.91	11.76	12.215	20.65	16.03	56.89	24.24	29.66	-23.13	-40.61	19.58	-18.76	-6.37	-28.08	-5.72	10.24	-13.54	-6.17	-18.32	-5.925	19.78	43.74	-0.315	23.93	-9.59	-26.16	-29.21	-7.67	-0.6	-7.6	-12.35	-14.69	-24.51	-30.92	31.21	-14.3
58.33	83.44	171.255	193.125	70.91	1282.92	27.19	344.08	43.28	334.01	302.2	-9.065	153.66	144.64	437.01	106.36	226.63	222.56	140.79	438.615	26.355	-12.3567	552.855	481.41	191.13	-0.889999	358.43	173.21	18.23	10.32	199.795	446.85	161.12	782.2	205.15	57.97	270.97	278.75	194.99	352.66	208.12	101.32	45.41	754.38	626.17	293.78	259.16	1239.08	158.06	-34.44	1974.36	27.16	303.02	331.01	968.68	199.67	139.22	668.96	44.65	242.63	256.447	142.355	172.78	163.46	214.03	210.83	477.25	1047.52	36.6067	74.52	87.08	-4.915	18.51	460.76	270.21	58.25	336.015	533.39	83.47	125.48	204.095	208.075	77.52	216.82	358.26	296.56	102	208.02	160.55	194.73	659.69	392.03	101.67	259.58	207.39	239.87	245.93	242.9	93.42	171.405	815.73	174.53	155.035	152.89	294.55	631.445	654.19	112.855	85.15	12.19	448.74	154.95	905.74	24.05	475.99	33.94	1691.93	137.92	112.1	91.95	673.92	81.41	86.51	819.76	88.53	30.38	59.37	1007.53	79.88	110.38	198.67	116.53	1565.21	22.25	1201.34	53.81	557.87	290.84	211.57
115.13	165.16	165.94	202.875	178.05	142.54	202.415	107.46	201.03	231.69	134.77	118.525	145.51	106.9	108.71	217.53	152.37	172.92	57.35	132.405	423.215	156.713	146.955	177.55	322.74	169.43	96.13	122.97	158.47	420.17	109.415	154.28	140.83	119.88	164.3	319.17	189.58	229.98	100.94	357.34	165.39	85.12	206.14	112.3	224.16	235.245	157.01	128.7	138.74	136.62	228.04	265.37	186.76	102.26	144.58	128.63	157.2	149.94	222.02	183.02	64.9733	123.35	127.27	47.555	100.46	144.145	117.6	165.94	94.6867	194.56	156.2	224.285	194.8	246.18	101.38	58.25	133.3	75.89	93.95	124.895	166.36	198.5	114.95	83.5	77.25	135.37	113.94	92.99	125.13	108.61	150.25	145.83	110.56	177.17	84.575	209.28	49.16	118.54	151.49	101.71	22.17	136.22	239.27	121.32	184.235	108.51	175.535	118.63	292.46	177.43	103.07	75.68	77.44	91.955	73	100.12	42.5	220.83	253.78	319.71	78.77	179.13	122.485	274.565	156.52	86.87	151.255	95.65	77.1	81.1	110.78	156.99	144.99	32.54	53.84	91.06	44.29	176.17	62.3
