NL1179	NL1675	NL1698	NL1884	NL2378	NL2562	NL268	NL279	NL3104	NL3681	NL4083	NL4353	NL504	NL6084	NL6853	NL6943	NL7530
965.89	630.63	745.71	539.73	1189.62	630.1	486.12	503.72	456.66	615.02	511.13	779.97	332.92	970.82	765.67	796.46	631.46
215.82	113.8	156.49	137.7	162.96	211.58	51.13	147.88	141.88	152.67	202.74	310.39	107.51	133.04	307.81	264.67	91.67
66.72	37.35	91.27	41.02	53.25	34.25	44.93	57.24	37.43	18.15	80	79.15	37.93	37.26	50.51	48.46	86.04
177.3	233.44	221.67	380.55	162.1	229.11	157.37	221.01	298.28	152.67	228.08	165.61	254.77	202.31	140.08	175.1	183.63
71.8	24.48	81.67	55.68	66.93	76.7	28.98	40.6	88.78	47.91	67.44	85.43	28.38	95.25	92.41	82.48	36.34
256.22	183.2	187.17	219.48	249.35	379.99	95.42	244.16	325.21	193.66	339.3	234.25	160.1	206.93	199.26	294.02	142.33
83.68	30.11	34.65	6.33	80.61	55.08	143.21	57.24	57.47	81.1	22.27	55.6	12.68	98.01	29.96	30.27	35.4
58.24	44.59	93.18	51.05	54.96	65.51	29.86	59.09	71.91	41.96	71.62	69.73	18.83	63.02	25.85	44.5	101.99
738.21	625.45	615.93	741.15	585.67	859.11	322.48	609.47	729.21	782.34	689.15	855.85	641.34	819.03	604.51	552.61	430.8
32	38.96	65.36	41.79	13.98	18.66	287.21	51.7	34.22	17.3	45.68	9.31	147.8	11.52	20.1	27.89	31.65
264.84	147.66	210.17	58	96.02	186.51	20.11	233.97	219.45	216.75	106.82	224.76	699.57	196.76	205.83	209.96	103.86
59.09	37.35	117.17	71.13	72.91	98.38	44.93	83.13	85.56	52.16	68.27	97.99	26.33	63.02	52.97	52.42	82.29
32.84	34.13	87.43	-4.45	9.71	25.34	110.47	58.17	39.83	44.51	49.03	25	53.62	49.22	57.9	37.39	2.58
397.86	215.59	262.87	316.19	311.17	440.78	161.79	344.23	499.71	266.44	292.49	389.5	95.91	268.99	388.47	351.99	287.87
-46.58	1.16	24.1	-49.86	-19.28	-53.07	-4.71	-3.76	-19.4	-13.31	-78.65	-44.07	-56.31	-37.18	-19.35	-39.33	16.65
175.6	93.67	111.41	93.54	136.32	180.45	114.9	121.05	111.29	113.46	134.53	143.57	143.7	124.74	186.93	103.85	124.5
310.66	383.32	267.66	394.13	353.24	383.92	341.87	427.67	447.58	367.14	345.27	142	316.26	256.94	281.49	260.7	211.79
138.92	128.3	199.63	202.29	132.88	174.39	95.42	157.14	162.85	149.26	165.65	160.89	192.27	154.26	188.57	158.47	151.72
32	71.94	149.78	108.25	90.88	128.39	49.36	96.08	138.66	67.48	44.84	71.3	60.44	108.15	81.73	178.27	90.73
149.14	158.15	178.54	142.36	142.33	189.54	93.65	157.14	207.31	180.84	143.77	189.25	81.58	133.96	237.08	191.74	120.75
456.89	603.94	551.29	571.73	689.42	629.27	599.23	516.71	527.95	563.94	622.5	585.31	575.09	504.19	625.98	568.56	464.69
295.07	103.33	213.05	264.16	178.46	183.48	59.11	121.98	364.49	205.63	174.07	200.29	109.56	234.7	202.54	91.18	126.38
2.4	56.65	82.63	32.54	31.05	2.35	124.63	105.33	54.26	19.85	88.38	29.71	86.36	37.26	15.17	41.34	51.34
81.13	30.11	125.8	50.28	56.67	66.26	55.56	61.87	73.52	36.85	71.62	55.6	38.61	64.86	50.51	51.62	109.49
257.08	264.35	193.88	229.65	198.29	253.59	138.79	219.16	296.65	149.26	288.24	206.6	188.16	334.96	375.3	295.61	231.51
455.12	433.12	372.91	481.9	428.33	630.92	227.19	413.76	526.28	468.61	479.15	502.63	359.37	476.03	454.38	340.07	330.16
-30.54	3.57	29.86	-4.45	-1.38	-5.05	2.38	11.95	18.2	-2.26	13.92	-4.82	-44.68	15.19	-6.2	16.03	9.15
397.86	318.28	373.87	153.23	173.29	345.58	105.16	337.74	345.66	374.06	224.7	280.99	695.86	208.78	234.61	269.43	189.26
447.16	493.42	645.36	520.12	489.91	549.95	259.86	400.78	537.1	502.63	589.32	600.97	521.11	535.23	627.64	676.41	419.51
205.54	123.47	174.71	161	102.01	177.42	75.94	110.88	194.36	247.57	269.57	266.71	150.53	168.11	235.43	198.08	111.37
1069.81	562.87	483.66	481.09	645.14	771.26	648.24	872.61	776.65	874.31	812.06	477.44	733.78	756.94	1016.38	700.4	602.23
658.24	807.97	903.87	777.65	896.45	916.1	403.5	628.95	860.9	767.99	884.25	957.72	464.11	676.06	987.42	919.86	740.88
357.62	303.54	380.56	358.24	403.51	371.37	355.08	307.15	341.57	449.47	424.9	440.21	294.1	422.65	514.56	311.49	236.21
15.93	8.4	50.97	27.14	37.02	30.54	30.75	41.53	37.43	11.34	44.84	19.51	10.64	18.87	26.67	45.3	38.21
256.22	119.44	139.23	59.54	130.31	192.58	242.2	177.5	269.78	209.05	167.33	174.27	100.01	221.74	178.71	113.34	206.16
356.75	271.68	260.95	232.78	243.27	261.26	351.56	326.62	272.22	299.07	289.94	265.12	303.1	293.12	293.82	225.81	327.34
1.56	-1.25	36.57	11.73	11.42	5.31	74.17	35.98	-11.4	-2.26	-6.12	0.67	42.7	6	-1.27	5.75	3.52
64.17	33.33	83.59	23.29	68.64	53.59	55.56	69.26	29.42	42.81	62.41	34.41	26.33	59.34	19.28	9.7	65.41
44.69	30.11	97.02	52.59	38.73	86.41	27.2	97	87.17	48.76	78.32	33.63	35.88	65.78	46.4	49.25	75.73
47.23	10.81	79.75	38.71	54.96	82.68	37.84	78.51	71.91	41.96	58.23	21.86	12	66.7	48.04	18.4	57.91
2403.29	2919.13	1693.51	1387.52	4066.89	1310.71	914.76	873.53	1218.26	1288.37	1746.81	1961.51	352.4	2266.74	1005.62	768.43	2837.13
210.68	125.08	382.47	230.43	241.54	449.52	58.22	166.39	286.88	426.01	206.96	542.62	132.09	315.42	429.66	456.17	217.42
136.37	124.27	146.9	124.52	103.73	143.44	99.85	124.75	170.12	84.5	77.49	112.13	67.26	70.39	39.82	96.72	49.47
1131.98	683.54	763.66	769.14	853.57	876.33	237.79	560.31	727.52	906.96	621.63	876.45	340.57	720.73	599.56	700.4	340.5
202.11	89.64	183.33	127.62	128.59	142.68	213.94	162.69	132.22	138.17	102.63	101.13	58.39	133.04	71.87	80.11	117
82.83	33.33	85.51	57.23	91.74	70.73	26.32	85.91	45.44	47.91	59.07	76.79	48.16	73.15	27.5	46.09	58.84
696.72	637.53	318.39	598.95	592.96	910.9	608.86	764.3	848.1	815.6	727.04	442.63	792.34	658.99	962.6	923.86	562.64
516.44	906.23	419.73	1190.65	816.62	468.65	494.02	550.11	691.22	1122.56	457.59	400.74	539.04	527.7	168.02	351.99	242.78
289.88	156.54	313.61	190.59	204.34	354.94	80.37	150.66	231.61	221.02	209.49	247.7	179.26	238.4	188.57	209.17	173.3
384.71	361.85	464.59	463.28	595.7	400.44	534.39	364.62	414.6	336.94	427.47	516.48	460.57	311.71	342.37	309.9	297.27
194.41	142.82	126.76	211.66	184.49	239.81	109.59	231.19	157.2	165.47	244.15	175.85	100.69	193.99	195.15	180.65	180.81
89.61	120.24	129.64	115.99	82.32	132.9	122.86	170.09	143.5	121.98	110.18	76.01	145.75	96.17	86.66	112.55	109.49
-44.05	-59.98	15.46	-72.94	-53.37	-55.29	-36.65	-33.33	-68.93	-57.5	-46.99	-48.78	-59.04	-47.28	-40.72	-44.86	-30.23
33.69	10.81	80.71	14.04	17.39	49.87	0.61	60.02	49.45	15.6	38.15	28.92	27.7	41.86	73.51	30.27	32.59
43.85	26.09	71.12	34.08	27.63	24.6	62.65	65.56	17.4	12.2	26.45	23.43	27.01	36.34	24.21	29.48	45.72
98.1	82.4	120.04	60.31	63.51	109.62	58.22	125.68	36.63	87.06	85.86	78.36	113.65	97.09	89.95	58.74	123.57
429.51	459.01	363.35	338.37	613.05	779.73	201.57	277.51	496.39	493.02	442.09	587.78	236.88	435.74	553.34	622.06	241.84
155.11	298.63	220.72	233.56	153.5	130.64	367.41	276.58	195.98	290.48	212.02	112.92	396.43	176.43	124.46	195.7	208.03
-21.25	-35.04	34.65	-27.55	-29.51	-5.79	-3.83	2.71	-5.81	-47.3	-8.62	-20.52	-26.24	-8.7	-29.21	-13.23	-0.23
283.83	60.67	321.26	50.28	82.32	278.18	29.86	282.14	149.14	359.37	100.95	452.33	46.8	337.75	331.67	104.64	133.89
10.86	-27.79	50.01	9.41	2.89	9.76	-4.71	-0.07	11.8	16.45	16.43	3.81	-3.7	61.18	-11.95	-5.32	0.71
91.31	112.99	105.65	71.9	134.6	111.12	160.9	152.51	104.05	115.16	122.77	94.07	110.24	110.91	52.15	92.77	92.61
134.66	278.21	120.04	221.82	240.67	228.35	182.13	186.75	162.85	153.53	183.34	153.8	369.14	118.29	124.46	131.55	134.83
26.08	28.5	59.6	0.17	31.05	4.57	90.99	67.41	23.81	36	21.44	17.94	75.45	18.87	63.65	43.71	48.53
64.17	-0.45	61.52	12.5	72.06	89.4	-10.04	37.83	113.7	45.36	88.38	70.51	-0.29	99.86	20.1	17.61	51.34
4.09	19.66	62.48	9.41	0.33	30.54	26.32	41.53	57.47	20.7	42.33	12.44	17.46	40.94	27.5	40.55	30.71
157.67	129.91	96.06	142.36	167.26	187.27	88.34	110.88	146.72	170.6	115.21	161.67	130.04	135.81	121.18	88.02	133.89
405.76	304.35	327.01	323.31	350.6	451.11	204.22	309.93	482.31	369.73	436.07	462.04	282.35	387.15	425.54	394.11	339.56
1262.42	1149.76	842.82	997.54	907.93	1241.73	1373.9	1384.88	1048.83	1410.58	999.99	857.56	2290.93	1122.6	816.96	984.76	1311.2
42.15	129.11	69.2	27.14	36.17	84.17	15.68	121.98	59.07	40.26	90.89	11.66	66.58	56.58	45.58	93.56	44.78
7.47	-8.49	48.09	11.73	9.71	15.69	18.34	15.64	28.61	-7.36	9.74	-5.6	9.95	16.11	7.77	5.75	23.21
173.03	111.38	189.09	119.09	132.88	147.2	237.79	234.9	123.36	181.7	103.47	140.43	110.92	167.19	151.58	113.34	157.35
14.24	47.8	65.36	49.51	39.59	65.51	21	36.9	59.88	19	62.41	10.09	23.6	48.3	25.03	46.09	36.34
424.23	376.7	375.78	535.64	483.63	550.76	406.14	336.81	435.2	349.02	316.3	384.69	232.75	429.19	329.2	298.79	230.57
54.85	-14.92	68.24	9.41	31.9	112.62	129.94	127.53	76.73	121.98	47.35	58.74	47.48	58.42	230.5	16.82	113.25
165.35	87.23	146.9	242.96	84.03	189.54	87.45	152.51	115.31	68.33	98.44	123.92	80.9	69.47	108.03	182.23	43.84
26.92	-11.71	48.09	20.2	-15.02	13.47	50.25	32.28	14.2	6.24	20.6	2.24	-0.97	35.42	-21.81	27.89	6.33
37.08	40.57	27.94	-82.93	-4.79	55.82	-16.24	-14.85	57.47	1.99	54.05	-32.29	43.39	71.31	-7.84	-56.72	53.22
43.85	44.59	70.16	44.88	24.22	67.75	52.91	52.62	56.67	7.94	41.5	43.05	35.88	43.7	69.41	36.59	23.21
48.08	4.38	71.12	20.97	37.02	34.99	56.45	90.53	22.21	12.2	27.29	22.64	51.57	50.14	27.5	52.42	56.03
281.23	259.46	158.41	142.36	189.67	58.06	86.57	331.25	111.29	133.06	115.21	98.78	258.9	144.11	68.58	185.4	224.94
155.96	119.44	168.95	100.51	150.06	252.06	104.27	67.41	238.1	127.09	122.77	191.61	44.07	111.84	215.7	209.17	59.78
10.01	-1.25	74.96	9.41	13.98	38.71	8.59	55.39	31.82	32.6	30.63	32.85	10.64	41.86	49.68	16.03	19.46
182.43	105.74	112.37	98.96	102.87	143.44	61.77	167.32	111.29	147.55	121.93	163.25	110.24	160.73	221.45	178.27	117.94
190.13	150.89	169.91	140.81	164.68	133.65	251.91	267.32	160.43	142.44	139.57	125.49	161.47	166.27	95.7	114.93	126.38
340.19	250.51	222.63	238.26	241.54	281.26	470.31	434.16	267.34	307.67	207.8	244.53	406.96	233.77	228.85	171.93	242.78
516.44	296.99	584.58	451.97	423.89	674.8	287.21	477.75	432.73	665.46	381.17	590.25	419.61	714.07	485.7	423.54	304.79
431.27	314.18	475.08	317.77	367.31	432.05	157.37	319.2	421.19	403.47	400.01	384.69	283.73	475.09	369.54	426.73	358.37
326.28	301.9	301.17	305.13	330.42	445.54	168.86	293.26	231.61	370.6	306.94	341.48	348.92	334.96	187.75	386.16	318.88
294.2	218.02	203.46	231.99	191.39	232.93	102.5	261.76	276.29	217.6	223	236.62	246.51	239.33	274.9	252.77	253.11
354.13	376.7	438.82	402.14	330.42	407.53	183.01	515.78	403.91	440.78	399.15	430.53	344.74	363.83	518.69	449.81	481.63
215.82	252.14	223.59	250.81	157.8	273.56	101.62	278.43	251.09	346.43	272.96	163.25	230.69	257.86	187.75	210.76	280.35
26.08	0.36	41.37	19.43	31.9	18.66	30.75	52.62	24.61	-2.26	17.26	26.57	19.51	17.95	37.36	19.98	36.34
87.92	40.57	84.55	7.1	72.91	72.22	55.56	129.38	35.02	32.6	28.12	34.41	9.27	83.28	40.64	33.43	-18.04
62.48	42.98	94.14	85.04	52.4	106.62	64.42	78.51	84.76	33.45	94.24	77.58	61.8	67.62	78.44	91.18	69.16
202.11	193.72	339.44	202.29	204.34	434.43	239.55	285.84	308.07	159.5	263.63	213.7	119.8	273.63	593.78	263.08	203.34
1709.73	1760.65	1434.51	1733.38	1297.01	1466.35	891.33	1471.84	1622.75	1566.65	1775.89	1417.15	1616.16	1551.71	1367.66	1447.97	1728.93
98.95	108.96	147.86	104.38	129.45	141.93	94.54	98.85	161.24	86.2	147.98	180.58	70.67	118.29	140.08	88.81	147.02
14.24	-16.53	38.49	-8.3	2.89	7.54	41.39	42.45	6.2	-8.21	4.73	-12.67	-8.48	5.08	-1.27	-5.32	-0.23
93.01	218.83	103.74	136.93	247.61	128.39	83.02	121.05	105.66	64.08	116.89	104.27	23.6	100.78	71.87	139.47	127.32
2817.27	2971.75	2119.45	3204.96	2209.28	3530.89	1620.68	1736.49	3804.55	2551.3	3139.73	2514.53	2150.23	2046.81	2224.89	3570.84	1580.91
79.43	-15.73	64.4	17.12	33.61	135.91	32.52	57.24	82.35	82.8	38.99	54.82	-4.38	67.62	97.34	50.83	23.21
181.58	72.74	223.59	205.41	102.87	316.04	111.36	98.85	206.5	169.74	124.45	179.79	70.67	166.27	330.03	259.91	116.06
284.69	231.82	180.46	126.07	250.21	288.2	88.34	354.42	201.64	213.32	159.76	197.13	153.95	219.89	223.1	188.57	96.36
774.39	722.05	508.44	584.09	696.83	840.24	329.53	603.91	631.51	680.55	619.88	704.1	541.2	608.8	822.75	659.62	455.27
2.4	-9.29	56.72	-0.6	-1.38	43.17	1.49	23.04	20.61	104.09	19.77	142.79	-0.29	94.33	-1.27	7.33	26.02
56.55	3.57	146.9	85.04	103.73	121.63	14.79	44.3	126.58	97.27	106.82	182.94	33.84	153.34	95.7	76.94	117.94
-5.2	0.36	58.64	12.5	8.01	5.31	36.95	35.98	3.8	7.94	4.73	-0.9	-1.65	13.35	11.88	11.29	26.96
21.85	2.77	59.6	10.19	15.69	21.63	63.54	35.06	25.41	10.49	24.78	0.67	46.8	28.06	15.17	38.97	25.09
43	23.68	82.63	24.06	26.78	48.38	42.27	63.71	45.44	30.9	36.48	37.55	21.55	49.22	42.29	20.78	49.47
84.52	125.08	125.8	115.22	111.44	89.4	84.8	193.23	92.8	66.63	71.62	44.62	65.9	80.51	34.07	54.79	83.23
35.38	14.83	68.24	31.77	53.25	25.34	37.84	35.06	51.05	46.21	45.68	43.83	15.41	53.82	29.14	13.66	85.1
625.44	588.5	530.35	657.93	654.34	745.93	491.39	635.44	620.61	618.55	670.7	663.16	702.53	612.59	691.25	504.76	595.63
232.13	269.24	262.87	224.17	218.16	259.73	274.86	315.49	239.73	215.04	286.54	265.12	312.1	186.59	236.25	186.19	307.6
931.55	694.89	670.96	794.7	864.98	878.91	709.4	776.35	832.76	791.32	869.96	868.72	433	960.22	900.53	589.32	805.05
97.25	139.59	96.06	165.67	96.02	90.15	56.45	158.06	75.93	79.39	116.89	82.29	52.25	118.29	122.82	43.71	118.88
-8.58	4.38	62.48	7.1	-3.08	3.83	27.2	30.43	9.4	-2.26	9.74	-11.1	10.64	8.76	-9.48	4.17	23.21
734.52	628.9	771.21	747.08	686.64	806.92	676.21	602.05	764.77	855.3	831.63	1067.14	773.5	825.73	792.14	670.81	689.94
220.11	409.83	257.12	421.38	157.8	197.13	272.21	362.77	329.3	246.72	268.72	203.44	383.82	187.52	191.04	264.67	234.33
401.37	263.53	492.24	370.98	219.89	554.01	443.95	293.26	510.5	426.88	400.87	329.51	392.93	403.95	964.25	606.08	328.28
155.11	108.96	169.91	134.6	141.47	112.62	152.94	276.58	197.6	52.16	145.46	100.35	197.07	139.5	135.97	153.72	216.49
14.24	-11.71	57.68	-19.08	-12.46	6.8	5.04	7.33	0.59	8.79	5.57	1.46	2.45	23.47	9.42	35.01	24.15
147.44	62.28	40.41	53.37	95.16	207.77	128.17	136.78	66.3	83.65	61.58	81.5	183.37	166.27	65.3	100.68	145.15
158.52	152.5	189.09	137.7	174.15	136.66	170.63	189.53	114.51	162.06	126.13	165.61	247.88	142.27	213.23	182.23	123.57
80.28	77.57	93.18	66.49	53.25	61.78	169.75	81.28	57.47	65.78	88.38	61.09	94.55	81.43	60.37	48.46	93.55
332.36	273.31	384.38	261.01	335.68	395.71	138.79	199.71	317.05	387.89	242.46	371.86	194.33	323.79	263.39	242.46	215.55
883.18	724.69	693.69	826.37	731.23	992.01	415.81	705.92	918.19	850.78	763.28	761.35	736.02	862.15	681.34	550.21	558.87
89.61	83.2	119.08	106.7	68.64	88.66	90.99	97.93	110.48	81.95	126.13	67.37	95.91	92.49	93.24	31.06	101.99
167.06	84.01	138.27	104.38	119.16	159.27	120.21	164.54	130.61	133.91	116.89	83.86	158.74	118.29	43.93	80.11	113.25
144.03	154.11	73.04	120.64	74.62	134.4	58.22	147.88	52.66	42.81	38.99	73.65	98.64	103.54	49.68	76.15	17.59
264.84	268.42	309.78	318.57	305.93	370.58	267.8	251.57	299.91	325.74	305.24	250.86	486.13	287.55	313.57	306.72	334.86
67.56	47.8	85.51	39.48	60.94	91.65	45.82	80.36	88.78	48.76	89.22	43.05	67.26	30.82	73.51	114.13	44.78
57.4	16.44	54.81	34.08	48.13	77.45	59.11	83.13	78.34	49.61	29.79	24.21	19.51	57.5	15.17	45.3	41.03
161.94	145.24	204.42	106.7	139.75	178.93	79.48	166.39	188.7	191.95	110.18	190.82	43.39	103.54	248.59	190.15	93.55
342.8	186.44	278.19	165.67	340.94	205.49	264.27	318.28	332.57	506.12	260.24	245.32	448.53	507.95	112.14	206	361.19
1392.2	1947.33	1344.85	1825.61	1692.43	1258.03	1734.7	1264.59	1783.13	1647.29	1379.83	1468.25	894.54	1182.72	1285.49	2057.85	1025.73
-0.13	-22.97	49.05	-17.54	-11.61	6.8	17.45	21.19	7.8	-11.61	11.41	-14.24	-0.29	26.23	-0.44	8.91	13.84
-11.96	-1.25	51.93	-16	6.3	3.09	236.02	10.1	-20.2	-13.31	5.57	-18.95	-9.16	-8.7	-5.38	-3.74	-18.04
765.1	393.25	399.67	470.56	408.82	602.15	559.81	602.05	580.45	707.24	495.56	625.78	454.9	577.64	596.26	889.4	244.66
404.88	242.38	418.77	280.68	228.55	382.35	224.54	510.22	523.79	378.38	399.15	351.86	227.94	407.69	395.89	332.92	282.23
234.71	154.11	287.77	177.34	192.25	298.23	80.37	134.93	264.09	221.02	206.96	226.34	147.12	234.7	325.09	202.83	209.91
54.01	53.43	116.21	92	50.69	15.69	-21.57	15.64	170.12	81.95	120.25	46.97	61.12	117.37	59.55	87.23	310.42
73.5	42.17	89.35	45.65	51.54	126.88	70.62	98.85	86.37	61.52	101.79	58.74	30.42	74.07	133.5	85.64	47.59
-38.98	32.52	30.82	-33.7	-10.76	-62.66	-24.23	-1.92	-56.16	-33.7	-42.82	-41.71	27.7	-35.35	-30.85	-40.12	22.27
31.15	39.76	62.48	34.85	11.42	34.25	8.59	60.02	65.49	28.35	46.52	35.2	50.89	52.9	40.64	29.48	57.91
31.15	91.25	107.57	91.22	80.61	90.15	109.59	19.34	67.9	71.73	91.73	46.97	130.72	55.66	116.25	59.54	-9.6
185.85	143.62	167.99	160.23	166.4	137.41	172.4	296.04	192.74	156.94	212.02	142	172.42	212.48	89.95	171.14	181.75
1996.64	2018.63	1192.04	2358.97	1248.17	1602.83	1502.1	2639.61	1703.2	2149.48	2114.34	1681.24	2718.19	2208.51	1043.67	1377.77	2699.26
405.76	402.36	525.59	475.42	452.36	472.64	291.62	395.21	534.6	670.78	667.18	667.33	818.08	614.48	357.19	371.06	868.27
98.1	137.17	130.59	178.12	117.44	127.64	127.29	153.44	155.59	185.11	143.77	114.49	112.29	117.37	91.59	221.06	127.32
-153.67	-152.62	-0.85	-121.37	-111.29	-183.08	-56.17	50.77	-69.73	-73.64	-87.81	-97.49	-89.14	-106.04	-150.87	-103.37	-74.28
699.48	625.45	542.73	814.37	678.32	641.65	847.91	778.2	575.44	778.75	708.52	646.52	1492.11	504.19	786.35	437.07	789.95
43.85	96.89	141.14	61.86	122.59	81.93	-4.71	4.55	99.23	28.35	55.72	106.63	49.53	30.82	100.63	4.17	51.34
786.5	830.35	763.66	960.7	658.94	845.38	659.6	912.35	716.54	688.55	785.43	590.25	854.64	673.22	705.31	774.03	522.13
520.02	239.13	371.95	220.26	257.16	577.61	233.37	398	498.88	345.57	302.69	374.27	442.17	320.07	402.48	431.5	221.18
79.43	51.83	92.22	19.43	55.82	188.03	68.85	154.36	89.58	101.53	72.46	97.21	83.63	108.15	109.67	107.8	59.78
82.83	70.33	118.13	83.49	74.62	46.89	75.94	50.77	78.34	58.97	48.19	53.25	65.9	64.86	53.79	44.5	106.68
50.62	35.74	76.87	28.68	42.15	43.17	280.15	121.98	54.26	46.21	41.5	8.52	143.02	22.55	48.04	20.78	29.77
146.59	159.77	156.49	175.01	140.61	123.88	493.14	206.19	210.54	121.98	156.39	107.42	264.41	157.96	132.68	185.4	81.35
116.8	82.4	102.78	98.18	75.48	117.87	45.82	134.93	104.05	68.33	85.86	100.35	31.79	69.47	37.36	91.18	86.98
-44.05	-51.13	19.3	-51.4	-33.77	-25.76	-19.79	-6.54	-31.39	-31.15	-36.15	-44.07	-34.43	-28	-35.78	-16.39	-19.91
-6.05	2.77	52.89	-8.3	-28.66	-10.23	-6.49	10.1	23.81	-20.11	-1.94	-18.95	-28.97	11.52	-6.2	0.21	7.27
1173.01	867.25	1112.64	833.24	804.35	1184	1201.81	1149.69	961.07	1225.73	997.29	970.77	1454.98	1004.58	1707.42	1176.72	1021.96
621.8	933.6	476.03	1205.06	778.01	1009.58	212.17	348.86	661.75	689.44	701.47	648.18	432.29	822.86	985.77	803.67	231.51
4912.89	4465.61	4485.93	4152.94	3881.48	3987.51	1912.04	3295.73	3964.51	4508.61	3689.44	4079.93	4747.42	4199.88	3452.09	3733.74	3959.39
941.07	1093.11	1029.08	1449.77	1207.45	1191.19	773.94	674.39	1408.86	1068.05	1585.48	1427.17	1025.43	908.24	1188.25	1648.52	592.81
160.23	28.5	91.27	54.14	78.9	100.63	75.05	115.5	112.09	73.44	59.07	101.13	117.07	114.6	32.43	38.97	83.23
212.39	175.92	214.97	164.89	155.22	215.39	199.8	156.21	374.33	170.6	172.38	267.5	138.23	198.61	177.06	532.67	126.38
343.67	291.27	294.47	351.08	297.2	249.76	346.27	262.68	236.48	277.59	212.87	244.53	217.64	245.82	183.64	164.81	209.91
89.61	73.55	94.14	60.31	100.3	102.88	49.36	98.85	167.7	135.62	142.09	139.64	74.08	166.27	17.64	121.26	56.03
1222.05	992.44	910.43	744.53	1064.68	1017.5	487.88	761.52	1087.65	1758.39	1500.5	1212.88	1741.06	1680.3	797.1	852.54	1850.92
150	71.13	161.28	233.56	187.08	152.48	152.06	217.31	118.53	191.09	146.3	97.21	178.58	161.65	169.66	225.81	199.59
716.05	731.73	566.51	852.16	665.4	649.09	1328.92	759.67	560.42	870.68	758.85	590.25	1650.92	661.83	619.38	795.66	646.55
291.61	285.55	214.97	335.2	186.22	177.42	151.18	405.41	445.1	252.72	377.74	355.86	226.57	402.09	135.15	277.36	759.75
232.13	224.51	260	285.4	201.75	295.92	348.03	311.79	243.78	286.18	260.24	292.11	375.43	246.74	321.8	263.08	232.45
-30.54	-35.84	33.7	-29.86	-26.95	-14.67	59.99	6.4	-7.41	-28.61	-11.13	-26.01	-28.28	-8.7	-29.21	-4.53	-3.04
127	109.77	167.99	98.18	112.3	151.73	36.95	153.44	174.96	130.5	163.96	119.99	128.67	159.8	149.12	210.76	165.79
386.46	374.22	305.95	683.02	561.14	483.04	603.61	334.96	546.25	405.21	649.64	385.49	367.74	337.75	509.61	658.02	145.15
82.83	34.94	92.22	43.33	51.54	123.88	16.57	54.47	96.01	45.36	84.19	97.21	30.42	54.74	114.6	93.56	32.59
-7.74	16.44	63.44	-57.55	-2.23	-8.01	-54.39	35.98	-32.19	-41.35	-22.81	-51.92	-31.02	-13.3	8.6	-27.46	-3.98
-6.05	-10.9	49.05	-15.23	-5.64	3.09	-0.28	21.19	25.41	-16.71	6.4	-11.88	-7.11	17.03	-9.48	-2.16	11.02
32	0.36	48.09	20.97	8.86	26.08	10.36	-13	-5.81	-1.41	36.48	18.72	21.55	7.84	19.28	20.78	35.4
-14.5	-0.45	19.3	-12.15	-15.02	0.13	24.54	17.49	10.2	-38.8	27.29	-29.94	3.13	-11.46	-0.44	0.21	6.33
196.97	169.46	214.01	171.89	153.5	281.26	96.31	255.27	212.97	151.82	223	223.18	180.63	196.76	209.12	221.85	164.85
139.77	100.11	98.94	9.41	144.91	182.72	502.8	315.49	104.85	150.97	141.25	126.28	106.15	140.42	154.05	126.8	66.35
302.86	285.55	242.75	380.55	531.29	367.45	173.28	309.93	273.04	278.45	382.88	308.01	210.09	367.56	224.74	263.08	200.52
11.7	80.79	63.44	61.86	105.44	36.48	42.27	48.92	80.75	0.29	47.35	10.09	8.59	23.47	4.49	38.97	7.27
39.61	1.16	83.59	20.2	36.17	35.74	30.75	46.15	31.02	21.55	59.9	23.43	78.17	60.26	37.36	56.37	48.53
278.64	188.05	215.92	190.59	223.35	265.1	260.74	288.62	317.05	263.01	230.61	166.4	205.29	262.5	185.28	192.53	180.81
369.84	398.22	442.64	500.57	392.89	426.5	273.98	310.86	426.13	414.74	413.73	345.47	533.29	309.85	348.13	423.54	353.67
115.1	194.53	158.41	114.44	169.85	93.14	95.42	109.03	99.23	103.23	121.93	75.22	127.99	126.59	98.17	110.18	121.69
186.71	292.9	161.28	243.75	244.14	155.5	141.44	184.9	217.83	157.79	251.77	160.89	265.79	184.74	143.36	241.67	248.41
15.08	-0.45	59.6	13.27	12.27	7.54	22.77	21.19	19.8	-5.66	13.08	5.38	29.74	35.42	7.77	-2.16	29.77
175.6	57.46	198.67	110.57	139.75	150.22	104.27	159.91	108.87	153.53	107.66	136.5	78.86	193.99	129.39	99.1	117
396.1	321.56	219.76	238.26	298.94	329.23	416.69	423.03	218.64	323.16	230.61	178.21	385.92	334.03	184.46	206	196.77
60.78	48.61	104.7	37.16	79.76	69.99	65.31	84.06	88.78	64.08	54.05	54.03	69.99	86.96	102.28	105.43	54.16
78.59	-10.9	86.47	31	17.39	99.88	93.65	70.19	111.29	40.26	58.23	21.08	1.08	47.38	86.66	54	27.9
1052.4	1111.94	814.58	1240.25	991.72	916.1	725.11	916.05	726.68	1358.78	755.31	668.99	1419.57	743.59	744.99	866.96	516.48
13.39	14.03	57.68	11.73	13.98	23.11	9.47	36.9	42.24	5.39	24.78	2.24	3.13	34.5	-2.91	27.89	11.96
